wp_id,x,y,z,yaw,velocity,change_flag
402,10933.3037,11248.3726,59.5115,0.4674,46.5252,0
403,10934.2325,11248.8261,59.5169,0.4675,46.6202,0
404,10935.1646,11249.2794,59.5176,0.4682,46.7399,0
405,10936.0990,11249.7340,59.5115,0.4686,46.8744,0
406,10937.0350,11250.1914,59.4987,0.4682,47.0205,0
407,10937.9723,11250.6513,59.4918,0.4675,47.0766,0
408,10938.9115,11251.1117,59.5009,0.4676,47.1540,0
409,10939.8531,11251.5722,59.5231,0.4683,47.3036,0
410,10940.7964,11252.0342,59.5442,0.4693,47.4114,0
411,10941.7415,11252.4982,59.5569,0.4699,47.4933,0
412,10942.6882,11252.9640,59.5630,0.4697,47.5828,0
413,10943.6369,11253.4300,59.5645,0.4687,47.5808,0
414,10944.5878,11253.8975,59.5620,0.4668,47.7555,0
415,10945.5407,11254.3640,59.5621,0.4660,47.8056,0
416,10946.4975,11254.8279,59.5656,0.4662,47.9499,0
417,10947.4554,11255.2928,59.5771,0.4658,48.0146,0
418,10948.4146,11255.7588,59.5952,0.4654,48.0568,0
419,10949.3767,11256.2252,59.6074,0.4649,48.2191,0
420,10950.3409,11256.6919,59.6152,0.4646,48.2977,0
421,10951.3071,11257.1595,59.6171,0.4639,48.4171,0
422,10952.2755,11257.6263,59.6161,0.4637,48.4852,0
423,10953.2455,11258.0942,59.6169,0.4635,48.5708,0
424,10954.2162,11258.5629,59.6238,0.4623,48.5960,0
425,10955.1889,11259.0311,59.6336,0.4615,48.6904,0
426,10956.1638,11259.4980,59.6449,0.4611,48.7006,0
427,10957.1407,11259.9639,59.6585,0.4609,48.8073,0
428,10958.1189,11260.4303,59.6731,0.4611,48.8553,0
429,10959.0980,11260.8977,59.6885,0.4608,48.8832,0
430,10960.0782,11261.3661,59.7000,0.4602,48.9434,0
431,10961.0603,11261.8351,59.7018,0.4593,49.0479,0
432,10962.0444,11262.3035,59.6982,0.4595,49.1134,0
433,10963.0297,11262.7720,59.6950,0.4601,49.1349,0
434,10964.0156,11263.2419,59.6976,0.4607,49.2119,0
435,10965.0021,11263.7134,59.7063,0.4605,49.2852,0
436,10965.9891,11264.1858,59.7219,0.4601,49.2854,0
