wp_id,x,y,z,yaw,velocity,change_flag
362,9574.3722,12989.8461,50.4207,-2.8563,54.4526,0
363,9573.2126,12989.5006,50.4165,-2.8562,54.4362,0
364,9572.0540,12989.1551,50.4111,-2.8561,54.3814,0
365,9570.8966,12988.8100,50.4041,-2.8560,54.3094,0
366,9569.7409,12988.4653,50.3954,-2.8560,54.2255,0
367,9568.5865,12988.1211,50.3854,-2.8559,54.1782,0
368,9567.4334,12987.7770,50.3749,-2.8558,54.1256,0
369,9566.2820,12987.4333,50.3666,-2.8558,54.0353,0
370,9565.1324,12987.0898,50.3614,-2.8558,53.9625,0
371,9563.9843,12986.7470,50.3584,-2.8557,53.8754,0
372,9562.8379,12986.4045,50.3554,-2.8557,53.8041,0
373,9561.6930,12986.0625,50.3504,-2.8556,53.7346,0
374,9560.5497,12985.7206,50.3433,-2.8555,53.6548,0
375,9559.4079,12985.3792,50.3349,-2.8555,53.5900,0
376,9558.2678,12985.0380,50.3276,-2.8555,53.5002,0
377,9557.1293,12984.6974,50.3215,-2.8554,53.4289,0
378,9555.9926,12984.3571,50.3167,-2.8555,53.3514,0
379,9554.8575,12984.0175,50.3130,-2.8554,53.2735,0
380,9553.7241,12983.6784,50.3094,-2.8554,53.1942,0
381,9552.5924,12983.3400,50.3058,-2.8553,53.1047,0
382,9551.4626,12983.0017,50.3017,-2.8553,53.0251,0
383,9550.3347,12982.6640,50.2981,-2.8552,52.9326,0
384,9549.2087,12982.3266,50.2951,-2.8552,52.8495,0
385,9548.0844,12981.9899,50.2923,-2.8551,52.7632,0
386,9546.9619,12981.6537,50.2893,-2.8551,52.6846,0
387,9545.8411,12981.3184,50.2855,-2.8549,52.6001,0
388,9544.7221,12980.9834,50.2800,-2.8549,52.5148,0
389,9543.6048,12980.6488,50.2740,-2.8548,52.4407,0
390,9542.4895,12980.3144,50.2678,-2.8549,52.3524,0
391,9541.3759,12979.9806,50.2619,-2.8548,52.2701,0
392,9540.2642,12979.6473,50.2568,-2.8550,52.1865,0
393,9539.1539,12979.3147,50.2529,-2.8549,52.1155,0
394,9538.0451,12978.9824,50.2497,-2.8549,52.0518,0
395,9536.9370,12978.6507,50.2459,-2.8549,52.0261,0
396,9535.8299,12978.3192,50.2418,-2.8549,51.9802,0
397,9534.7232,12977.9880,50.2373,-2.8548,51.9745,0
398,9533.6169,12977.6563,50.2323,-2.8548,51.9647,0
399,9532.5108,12977.3245,50.2270,-2.8547,51.9394,0
400,9531.4050,12976.9924,50.2210,-2.8547,51.9395,0
401,9530.2994,12976.6604,50.2149,-2.8547,51.9321,0
402,9529.1940,12976.3284,50.2090,-2.8547,51.9263,0
403,9528.0884,12975.9967,50.2030,-2.8546,51.9332,0
404,9526.9831,12975.6650,50.1957,-2.8546,51.9216,0
405,9525.8777,12975.3333,50.1874,-2.8545,51.9123,0
406,9524.7725,12975.0014,50.1786,-2.8546,51.9191,0
407,9523.6673,12974.6697,50.1691,-2.8545,51.9159,0
408,9522.5620,12974.3379,50.1594,-2.8546,51.9186,0
409,9521.4567,12974.0063,50.1491,-2.8545,51.9143,0
410,9520.3515,12973.6745,50.1390,-2.8546,51.9143,0
411,9519.2464,12973.3427,50.1297,-2.8546,51.9095,0
412,9518.1414,12973.0109,50.1210,-2.8547,51.9085,0
413,9517.0364,12972.6793,50.1131,-2.8547,51.9087,0
414,9515.9314,12972.3477,50.1061,-2.8548,51.8996,0
415,9514.8264,12972.0165,50.0984,-2.8547,51.8980,0
416,9513.7214,12971.6851,50.0906,-2.8547,51.8968,0
417,9512.6165,12971.3538,50.0824,-2.8547,51.8972,0
418,9511.5117,12971.0222,50.0743,-2.8548,51.8963,0
419,9510.4068,12970.6909,50.0664,-2.8548,51.8987,0
420,9509.3021,12970.3595,50.0584,-2.8548,51.8876,0
421,9508.1972,12970.0282,50.0502,-2.8548,51.9002,0
422,9507.0926,12969.6969,50.0425,-2.8549,51.8825,0
423,9505.9877,12969.3659,50.0354,-2.8548,51.8893,0
424,9504.8830,12969.0353,50.0282,-2.8548,51.8810,0
425,9503.7782,12968.7047,50.0207,-2.8548,51.8806,0
426,9502.6735,12968.3739,50.0134,-2.8548,51.8791,0
427,9501.5689,12968.0432,50.0070,-2.8549,51.8829,0
428,9500.4645,12967.7124,50.0007,-2.8550,51.8674,0
429,9499.3601,12967.3816,49.9939,-2.8550,51.8777,0
430,9498.2559,12967.0510,49.9868,-2.8550,51.8567,0
431,9497.1516,12966.7206,49.9796,-2.8549,51.8620,0
432,9496.0476,12966.3901,49.9716,-2.8549,51.8510,0
