VID,PID,Hang,Vang
113,31082,137.0,0.0
114,31083,137.0,90.0
115,31084,137.0,90.0
116,31085,137.0,90.0
117,31086,137.0,0.0
118,31087,137.0,90.0
119,31088,137.0,90.0
120,31089,137.0,90.0
121,31090,227.0,0.0
122,31091,227.0,90.0
123,31092,227.0,90.0
124,31093,227.0,90.0
125,31094,227.0,0.0
126,31095,227.0,90.0
127,31096,227.0,90.0
128,31097,227.0,90.0
129,31098,227.0,0.0
130,31099,227.0,90.0
131,31100,227.0,90.0
132,31101,227.0,90.0
133,31102,227.0,0.0
134,31103,227.0,90.0
135,31104,227.0,90.0
136,31105,227.0,90.0
137,31106,235.0,0.0
138,31107,235.0,90.0
139,31108,235.0,90.0
140,31109,235.0,90.0
141,31110,315.0,0.0
142,31111,315.0,90.0
143,31112,315.0,90.0
144,31113,315.0,90.0
145,31114,315.0,0.0
146,31115,315.0,90.0
147,31116,315.0,90.0
148,31117,315.0,90.0
149,31118,315.0,0.0
150,31119,315.0,90.0
151,31120,315.0,90.0
152,31121,315.0,90.0
153,31122,50.0,0.0
154,31123,50.0,90.0
155,31124,50.0,90.0
156,31125,50.0,90.0
157,31126,40.0,0.0
158,31127,40.0,90.0
159,31128,40.0,90.0
160,31129,40.0,90.0
161,31130,315.0,0.0
162,31131,315.0,90.0
163,31132,315.0,90.0
164,31133,315.0,90.0
165,31134,315.0,0.0
166,31135,315.0,90.0
167,31136,315.0,90.0
168,31137,315.0,90.0
169,31138,315.0,0.0
170,31139,315.0,90.0
171,31140,315.0,90.0
172,31141,315.0,90.0
173,31142,225.0,0.0
174,31143,225.0,90.0
175,31144,225.0,90.0
176,31145,225.0,90.0
177,31146,225.0,0.0
178,31147,225.0,90.0
179,31148,225.0,90.0
180,31149,225.0,90.0
181,31150,225.0,0.0
182,31151,225.0,90.0
183,31152,225.0,90.0
184,31153,225.0,90.0
185,31154,340.0,0.0
186,31155,340.0,90.0
187,31156,340.0,90.0
188,31157,340.0,90.0
189,31158,330.0,0.0
190,31159,330.0,90.0
191,31160,330.0,90.0
192,31161,330.0,90.0
193,31162,27.0,0.0
194,31163,27.0,90.0
195,31164,27.0,90.0
196,31165,27.0,90.0
197,31166,160.0,0.0
198,31167,160.0,90.0
199,31168,160.0,90.0
200,31169,160.0,90.0
201,31170,200.0,0.0
202,31171,200.0,90.0
203,31172,200.0,90.0
204,31173,200.0,90.0
205,31174,200.0,0.0
206,31175,200.0,90.0
207,31176,200.0,90.0
208,31177,200.0,90.0
209,31178,15.0,0.0
210,31179,15.0,90.0
211,31180,15.0,90.0
212,31181,15.0,90.0
213,31182,145.0,0.0
214,31183,145.0,90.0
215,31184,145.0,90.0
216,31185,145.0,90.0
217,31186,315.0,0.0
218,31187,315.0,90.0
219,31188,315.0,90.0
220,31189,315.0,90.0
221,31190,200.0,0.0
222,31191,200.0,90.0
223,31192,200.0,90.0
224,31193,200.0,90.0
225,31194,135.0,0.0
226,31195,135.0,90.0
227,31196,135.0,90.0
228,31197,135.0,90.0
229,31198,25.0,0.0
230,31199,25.0,90.0
231,31200,25.0,90.0
232,31201,25.0,90.0
233,31202,315.0,0.0
234,31203,315.0,90.0
235,31204,315.0,90.0
236,31205,315.0,90.0
237,31206,315.0,0.0
238,31207,315.0,90.0
239,31208,315.0,90.0
240,31209,315.0,90.0
241,31210,315.0,0.0
242,31211,315.0,90.0
243,31212,315.0,90.0
244,31213,315.0,90.0
245,31214,215.0,0.0
246,31215,215.0,90.0
247,31216,215.0,90.0
248,31217,215.0,90.0
249,31218,215.0,0.0
250,31219,215.0,90.0
251,31220,215.0,90.0
252,31221,215.0,90.0
253,31222,40.0,0.0
254,31223,40.0,90.0
255,31224,40.0,90.0
256,31225,40.0,90.0
257,31226,40.0,0.0
258,31227,40.0,90.0
259,31228,40.0,90.0
260,31229,40.0,90.0
261,31230,200.0,0.0
262,31231,200.0,90.0
263,31232,200.0,90.0
264,31233,200.0,90.0
265,31234,130.0,0.0
266,31235,130.0,90.0
267,31236,130.0,90.0
268,31237,130.0,90.0
269,31238,130.0,0.0
270,31239,130.0,90.0
271,31240,130.0,90.0
272,31241,130.0,90.0
273,31242,320.0,0.0
274,31243,320.0,90.0
275,31244,320.0,90.0
276,31245,320.0,90.0
277,31246,35.0,0.0
278,31247,35.0,90.0
279,31248,35.0,90.0
280,31249,35.0,90.0
281,31250,195.0,0.0
282,31251,195.0,90.0
283,31252,195.0,90.0
284,31253,195.0,90.0
285,31254,190.0,0.0
286,31255,190.0,90.0
287,31256,190.0,90.0
288,31257,190.0,90.0
289,31258,190.0,0.0
290,31259,190.0,90.0
291,31260,190.0,90.0
292,31261,190.0,90.0
293,31262,215.0,0.0
294,31263,215.0,90.0
295,31264,215.0,90.0
296,31265,215.0,90.0
297,31266,25.0,0.0
298,31267,25.0,90.0
299,31268,25.0,90.0
300,31269,25.0,90.0
301,31270,20.0,0.0
302,31271,20.0,90.0
303,31272,20.0,90.0
304,31273,20.0,90.0
305,31274,315.0,0.0
306,31275,315.0,90.0
307,31276,315.0,90.0
308,31277,315.0,90.0
309,31278,40.0,0.0
310,31279,40.0,90.0
311,31280,40.0,90.0
312,31281,40.0,90.0
313,31282,45.0,0.0
314,31283,45.0,90.0
315,31284,45.0,90.0
316,31285,45.0,90.0
317,31286,45.0,0.0
318,31287,45.0,90.0
319,31288,45.0,90.0
320,31289,45.0,90.0
321,31290,135.0,0.0
322,31291,135.0,90.0
323,31292,135.0,90.0
324,31293,135.0,90.0
325,31294,135.0,0.0
326,31295,135.0,90.0
327,31296,135.0,90.0
328,31297,135.0,90.0
329,31298,135.0,0.0
330,31299,135.0,90.0
331,31300,135.0,90.0
332,31301,135.0,90.0
333,31302,135.0,0.0
334,31303,135.0,90.0
335,31304,135.0,90.0
336,31305,135.0,90.0
337,31306,315.0,0.0
338,31307,315.0,90.0
339,31308,315.0,90.0
340,31309,315.0,90.0
341,31310,315.0,0.0
342,31311,315.0,90.0
343,31312,315.0,90.0
344,31313,315.0,90.0
345,31314,315.0,0.0
346,31315,315.0,90.0
347,31316,315.0,90.0
348,31317,315.0,90.0
349,31318,15.0,0.0
350,31319,15.0,90.0
351,31320,15.0,90.0
352,31321,15.0,90.0
353,31322,5.0,0.0
354,31323,5.0,90.0
355,31324,5.0,90.0
356,31325,5.0,90.0
357,31326,210.0,0.0
358,31327,210.0,90.0
359,31328,210.0,90.0
360,31329,210.0,90.0
361,31330,210.0,0.0
362,31331,210.0,90.0
363,31332,210.0,90.0
364,31333,210.0,90.0
365,31334,30.0,0.0
366,31335,30.0,90.0
367,31336,30.0,90.0
368,31337,30.0,90.0
369,31338,30.0,0.0
370,31339,30.0,90.0
371,31340,30.0,90.0
372,31341,30.0,90.0
373,31342,300.0,0.0
374,31343,300.0,90.0
375,31344,300.0,90.0
376,31345,300.0,90.0
377,31346,185.0,0.0
378,31347,185.0,90.0
379,31348,185.0,90.0
380,31349,185.0,90.0
381,31350,195.0,0.0
382,31351,195.0,90.0
383,31352,195.0,90.0
384,31353,195.0,90.0
385,31354,20.0,0.0
386,31355,20.0,90.0
387,31356,20.0,90.0
388,31357,20.0,90.0
389,31358,20.0,0.0
390,31359,20.0,90.0
391,31360,20.0,90.0
392,31361,20.0,90.0
393,31362,15.0,0.0
394,31363,15.0,90.0
395,31364,15.0,90.0
396,31365,15.0,90.0
397,31366,30.0,0.0
398,31367,30.0,90.0
399,31368,30.0,90.0
400,31369,30.0,90.0
401,31370,30.0,0.0
402,31371,30.0,90.0
403,31372,30.0,90.0
404,31373,30.0,90.0
405,31374,340.0,0.0
406,31375,340.0,90.0
407,31376,340.0,90.0
408,31377,340.0,90.0
409,31378,140.0,0.0
410,31379,140.0,90.0
411,31380,140.0,90.0
412,31381,140.0,90.0
413,31382,140.0,0.0
414,31383,140.0,90.0
415,31384,140.0,90.0
416,31385,140.0,90.0
417,31386,155.0,0.0
418,31387,155.0,90.0
419,31388,155.0,90.0
420,31389,155.0,90.0
421,31390,320.0,0.0
422,31391,320.0,90.0
423,31392,320.0,90.0
424,31393,320.0,90.0
425,31394,145.0,0.0
426,31395,145.0,90.0
427,31396,145.0,90.0
428,31397,145.0,90.0
429,31398,300.0,90.0
